state_id,policy,random_seed,current_index,current_profile_id,candidate_count,pending_task_count,chosen_profile_id,chosen_rank,chosen_priority_score,chosen_seed_value,chosen_reachable_profile_count,chosen_reachable_pending_tasks,chosen_known_cold_start_ms,chosen_waiting_seconds,selection_metric,selection_reason,reachable_task_count,waiting_seconds,path_20_transition_time_ms,path_20_transition_count,path_20_cold_start_count,path_20_cluster_switch_count,path_20_reuse_hit_rate,path_20_median_transition_ms,path_20_p95_transition_ms,path_50_transition_time_ms,path_50_transition_count,path_50_cold_start_count,path_50_cluster_switch_count,path_50_reuse_hit_rate,path_50_median_transition_ms,path_50_p95_transition_ms,full_transition_time_ms,full_transition_count,full_cold_start_count,full_cluster_switch_count,full_reuse_hit_rate,full_median_transition_ms,full_p95_transition_ms,current_to_seed_ms
snapshot_pos_16,random,11,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/bpampuch__pdfmake.719e7314,51,0.0,,0,,118.99691,0.0,,random_choice,0,0.0,,,,,,,,,,,,,,,,,,,,,,212417.003664
snapshot_pos_16,random,23,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/marmelab__react-admin.823caa0b,5,11395.71106,,42,,405.944365,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,129364.053864
snapshot_pos_16,random,23,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/marmelab__react-admin.823caa0b,5,11395.71106,,42,,405.944365,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,129364.053864
snapshot_pos_16,random,23,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/marmelab__react-admin.823caa0b,5,11395.71106,,42,,405.944365,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,129364.053864
snapshot_pos_16,random,37,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/Shopify__draggable.8a1eed57,36,2850.91405,,25,,119.044761,0.0,,random_choice,25,0.0,,,,,,,,,,,,,,,,,,,,,,275393.800111
snapshot_pos_16,random,37,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/Shopify__draggable.8a1eed57,36,2850.91405,,25,,119.044761,0.0,,random_choice,25,0.0,,,,,,,,,,,,,,,,,,,,,,275393.800111
snapshot_pos_16,random,37,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/Shopify__draggable.8a1eed57,36,2850.91405,,25,,119.044761,0.0,,random_choice,25,0.0,,,,,,,,,,,,,,,,,,,,,,275393.800111
snapshot_pos_16,random,53,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/josdejong__mathjs.04e6e2d7,31,8544.79701,,30,,2278.634877,0.0,,random_choice,30,0.0,,,,,,,,,,,,,,,,,,,,,,225514.347494
snapshot_pos_16,random,53,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/josdejong__mathjs.04e6e2d7,31,8544.79701,,30,,2278.634877,0.0,,random_choice,30,0.0,,,,,,,,,,,,,,,,,,,,,,225514.347494
snapshot_pos_16,random,53,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/josdejong__mathjs.04e6e2d7,31,8544.79701,,30,,2278.634877,0.0,,random_choice,30,0.0,,,,,,,,,,,,,,,,,,,,,,225514.347494
snapshot_pos_16,random,71,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/fabricjs__fabric.js.6742471c,13,11395.71106,,42,,2278.682728,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,130149.89504
snapshot_pos_16,random,71,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/fabricjs__fabric.js.6742471c,13,11395.71106,,42,,2278.682728,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,130149.89504
snapshot_pos_16,random,71,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/fabricjs__fabric.js.6742471c,13,11395.71106,,42,,2278.682728,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,130149.89504
snapshot_pos_32,random,11,,swesmith/sveltejs__svelte.6c9717a9,32,32,swesmith/trpc__trpc.2f40ba93,46,67.426494,,6,,123.29248,0.0,,random_choice,6,0.0,,,,,,,,,,,,,,,,,,,,,,302018.625378
snapshot_pos_32,random,11,,swesmith/sveltejs__svelte.6c9717a9,32,32,swesmith/trpc__trpc.2f40ba93,46,67.426494,,6,,123.29248,0.0,,random_choice,6,0.0,,,,,,,,,,,,,,,,,,,,,,302018.625378
snapshot_pos_32,random,11,,swesmith/sveltejs__svelte.6c9717a9,32,32,swesmith/trpc__trpc.2f40ba93,46,67.426494,,6,,123.29248,0.0,,random_choice,6,0.0,,,,,,,,,,,,,,,,,,,,,,302018.625378
snapshot_pos_32,random,23,,swesmith/sveltejs__svelte.6c9717a9,32,32,swesmith/refined-github__refined-github.d4a7c3fb,17,8612.223504,,33,,410.192084,0.0,,random_choice,33,0.0,,,,,,,,,,,,,,,,,,,,,,212417.003664
snapshot_pos_32,random,23,,swesmith/sveltejs__svelte.6c9717a9,32,32,swesmith/refined-github__refined-github.d4a7c3fb,17,8612.223504,,33,,410.192084,0.0,,random_choice,33,0.0,,,,,,,,,,,,,,,,,,,,,,212417.003664
snapshot_pos_32,random,23,,swesmith/sveltejs__svelte.6c9717a9,32,32,swesmith/refined-github__refined-github.d4a7c3fb,17,8612.223504,,33,,410.192084,0.0,,random_choice,33,0.0,,,,,,,,,,,,,,,,,,,,,,212417.003664
snapshot_pos_32,random,37,,swesmith/sveltejs__svelte.6c9717a9,32,32,swesmith/brianc__node-postgres.ecff60dc,38,2850.91405,,25,,119.044761,0.0,,random_choice,25,0.0,,,,,,,,,,,,,,,,,,,,,,205868.331749
snapshot_pos_32,random,37,,swesmith/sveltejs__svelte.6c9717a9,32,32,swesmith/brianc__node-postgres.ecff60dc,38,2850.91405,,25,,119.044761,0.0,,random_choice,25,0.0,,,,,,,,,,,,,,,,,,,,,,205868.331749
snapshot_pos_32,random,37,,swesmith/sveltejs__svelte.6c9717a9,32,32,swesmith/brianc__node-postgres.ecff60dc,38,2850.91405,,25,,119.044761,0.0,,random_choice,25,0.0,,,,,,,,,,,,,,,,,,,,,,205868.331749
snapshot_pos_32,random,53,,swesmith/sveltejs__svelte.6c9717a9,32,32,swesmith/emotion-js__emotion.b882bcba,52,0.0,,0,,118.99691,0.0,,random_choice,0,0.0,,,,,,,,,,,,,,,,,,,,,,212417.003664
snapshot_pos_32,random,53,,swesmith/sveltejs__svelte.6c9717a9,32,32,swesmith/emotion-js__emotion.b882bcba,52,0.0,,0,,118.99691,0.0,,random_choice,0,0.0,,,,,,,,,,,,,,,,,,,,,,212417.003664
snapshot_pos_32,random,53,,swesmith/sveltejs__svelte.6c9717a9,32,32,swesmith/emotion-js__emotion.b882bcba,52,0.0,,0,,118.99691,0.0,,random_choice,0,0.0,,,,,,,,,,,,,,,,,,,,,,212417.003664
snapshot_pos_32,random,71,,swesmith/sveltejs__svelte.6c9717a9,32,32,swesmith/ueberdosis__tiptap.2d6de06c,9,11395.71106,,42,,405.944365,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,218965.675579
snapshot_pos_32,random,71,,swesmith/sveltejs__svelte.6c9717a9,32,32,swesmith/ueberdosis__tiptap.2d6de06c,9,11395.71106,,42,,405.944365,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,218965.675579
snapshot_pos_32,random,71,,swesmith/sveltejs__svelte.6c9717a9,32,32,swesmith/ueberdosis__tiptap.2d6de06c,9,11395.71106,,42,,405.944365,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,218965.675579
snapshot_pos_48,random,11,,swesmith/jaredpalmer__formik.91475adb,16,16,swesmith/voideditor__void.17e7a5b1,2,11398.313509,,42,,891.199964,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,309353.138469
snapshot_pos_48,random,11,,swesmith/jaredpalmer__formik.91475adb,16,16,swesmith/voideditor__void.17e7a5b1,2,11398.313509,,42,,891.199964,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,309353.138469
snapshot_pos_48,random,11,,swesmith/jaredpalmer__formik.91475adb,16,16,swesmith/voideditor__void.17e7a5b1,2,11398.313509,,42,,891.199964,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,309353.138469
snapshot_pos_48,random,23,,swesmith/jaredpalmer__formik.91475adb,16,16,swesmith/segmentio__evergreen.9b774aee,61,0.0,,0,,118.99691,0.0,,random_choice,0,0.0,,,,,,,,,,,,,,,,,,,,,,275509.696106
snapshot_pos_48,random,23,,swesmith/jaredpalmer__formik.91475adb,16,16,swesmith/segmentio__evergreen.9b774aee,61,0.0,,0,,118.99691,0.0,,random_choice,0,0.0,,,,,,,,,,,,,,,,,,,,,,275509.696106
snapshot_pos_48,random,23,,swesmith/jaredpalmer__formik.91475adb,16,16,swesmith/segmentio__evergreen.9b774aee,61,0.0,,0,,118.99691,0.0,,random_choice,0,0.0,,,,,,,,,,,,,,,,,,,,,,275509.696106
snapshot_pos_48,random,37,,swesmith/jaredpalmer__formik.91475adb,16,16,swesmith/refined-github__refined-github.d4a7c3fb,17,8612.223504,,33,,410.192084,0.0,,random_choice,33,0.0,,,,,,,,,,,,,,,,,,,,,,212417.003664
snapshot_pos_48,random,37,,swesmith/jaredpalmer__formik.91475adb,16,16,swesmith/refined-github__refined-github.d4a7c3fb,17,8612.223504,,33,,410.192084,0.0,,random_choice,33,0.0,,,,,,,,,,,,,,,,,,,,,,212417.003664
snapshot_pos_48,random,37,,swesmith/jaredpalmer__formik.91475adb,16,16,swesmith/refined-github__refined-github.d4a7c3fb,17,8612.223504,,33,,410.192084,0.0,,random_choice,33,0.0,,,,,,,,,,,,,,,,,,,,,,212417.003664
snapshot_pos_48,random,53,,swesmith/jaredpalmer__formik.91475adb,16,16,swesmith/payloadcms__payload.8f660355,1,11442.230731,,43,,437.800755,0.0,,random_choice,43,0.0,,,,,,,,,,,,,,,,,,,,,,221323.199106
snapshot_pos_48,random,53,,swesmith/jaredpalmer__formik.91475adb,16,16,swesmith/payloadcms__payload.8f660355,1,11442.230731,,43,,437.800755,0.0,,random_choice,43,0.0,,,,,,,,,,,,,,,,,,,,,,221323.199106
snapshot_pos_48,random,53,,swesmith/jaredpalmer__formik.91475adb,16,16,swesmith/payloadcms__payload.8f660355,1,11442.230731,,43,,437.800755,0.0,,random_choice,43,0.0,,,,,,,,,,,,,,,,,,,,,,221323.199106
snapshot_pos_48,random,71,,swesmith/jaredpalmer__formik.91475adb,16,16,swesmith/FuelLabs__fuels-ts.b3f37c91,3,11395.71106,,42,,405.944365,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,302018.625378
snapshot_pos_48,random,71,,swesmith/jaredpalmer__formik.91475adb,16,16,swesmith/FuelLabs__fuels-ts.b3f37c91,3,11395.71106,,42,,405.944365,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,302018.625378
snapshot_pos_48,random,71,,swesmith/jaredpalmer__formik.91475adb,16,16,swesmith/FuelLabs__fuels-ts.b3f37c91,3,11395.71106,,42,,405.944365,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,302018.625378
starvation_probe,random,11,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/bpampuch__pdfmake.719e7314,51,0.0,,0,,118.99691,0.0,,random_choice,0,0.0,,,,,,,,,,,,,,,,,,,,,,212417.003664
starvation_probe,random,11,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/bpampuch__pdfmake.719e7314,51,0.0,,0,,118.99691,0.0,,random_choice,0,0.0,,,,,,,,,,,,,,,,,,,,,,212417.003664
starvation_probe,random,11,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/bpampuch__pdfmake.719e7314,51,0.0,,0,,118.99691,0.0,,random_choice,0,0.0,,,,,,,,,,,,,,,,,,,,,,212417.003664
starvation_probe,random,23,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/marmelab__react-admin.823caa0b,5,11395.71106,,42,,405.944365,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,129364.053864
starvation_probe,random,23,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/marmelab__react-admin.823caa0b,5,11395.71106,,42,,405.944365,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,129364.053864
starvation_probe,random,23,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/marmelab__react-admin.823caa0b,5,11395.71106,,42,,405.944365,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,129364.053864
starvation_probe,random,37,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/Shopify__draggable.8a1eed57,36,2850.91405,,25,,119.044761,0.0,,random_choice,25,0.0,,,,,,,,,,,,,,,,,,,,,,275393.800111
starvation_probe,random,37,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/Shopify__draggable.8a1eed57,36,2850.91405,,25,,119.044761,0.0,,random_choice,25,0.0,,,,,,,,,,,,,,,,,,,,,,275393.800111
starvation_probe,random,37,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/Shopify__draggable.8a1eed57,36,2850.91405,,25,,119.044761,0.0,,random_choice,25,0.0,,,,,,,,,,,,,,,,,,,,,,275393.800111
starvation_probe,random,53,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/josdejong__mathjs.04e6e2d7,31,8544.79701,,30,,2278.634877,0.0,,random_choice,30,0.0,,,,,,,,,,,,,,,,,,,,,,225514.347494
starvation_probe,random,53,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/josdejong__mathjs.04e6e2d7,31,8544.79701,,30,,2278.634877,0.0,,random_choice,30,0.0,,,,,,,,,,,,,,,,,,,,,,225514.347494
starvation_probe,random,53,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/josdejong__mathjs.04e6e2d7,31,8544.79701,,30,,2278.634877,0.0,,random_choice,30,0.0,,,,,,,,,,,,,,,,,,,,,,225514.347494
starvation_probe,random,71,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/fabricjs__fabric.js.6742471c,13,11395.71106,,42,,2278.682728,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,130149.89504
starvation_probe,random,71,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/fabricjs__fabric.js.6742471c,13,11395.71106,,42,,2278.682728,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,130149.89504
starvation_probe,random,71,,swesmith/NativeScript__NativeScript.3d6a4392,48,48,swesmith/fabricjs__fabric.js.6742471c,13,11395.71106,,42,,2278.682728,0.0,,random_choice,42,0.0,,,,,,,,,,,,,,,,,,,,,,130149.89504
